,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
108,INTER,HELLAS,02-Feb,01-Jan,8.9,6,6.2,61,39,7,4,17,6,5,16,87,24,22,9,1,1,0,10,4,16,2,8,15,82,12,41,13,2,0,0,2,2,2,2,2014
109,ROMA,TORINO,3-0,2-0,5.9,7.9,5.5,59,41,4,8,14,2,2,8,90,5,11,12,1,0,0,7,4,12,1,5,18,85,4,7,11,2,0,0,3,0,0,3,2014
110,ATALANTA,ROMA,01-Feb,01-Feb,4.9,5.5,6.9,45,55,6,1,9,2,3,30,71,17,12,27,3,0,1,2,2,6,2,3,22,79,21,32,16,5,0,0,1,2,2,1,2014
111,LAZIO,JUVENTUS,0-3,0-1,5.6,5.5,7.5,44,56,5,4,14,5,6,23,83,9,20,23,2,0,0,3,4,10,3,4,15,85,11,27,13,3,1,0,0,3,3,0,2014
112,TORINO,SASSUOLO,0-1,0-0,4.8,6,6.8,52,48,3,5,12,4,6,23,83,12,17,16,2,0,0,6,6,14,2,4,23,83,5,19,13,3,0,0,0,1,1,0,2014
113,NAPOLI,CAGLIARI,03-Mar,02-Jan,8.6,6.3,7.1,60,40,7,6,14,1,6,26,84,8,12,17,1,0,0,2,8,11,1,4,19,78,12,23,9,2,0,0,3,3,3,3,2014
114,PARMA,EMPOLI,0-2,0-1,4.7,4.5,7.9,50,50,6,2,11,3,6,20,78,9,22,19,4,0,0,1,5,6,0,10,18,78,17,38,17,1,0,0,0,2,2,0,2014
115,UDINESE,CHIEVO,01-Jan,1-0,4.4,5.6,6.8,53,47,4,3,9,2,3,22,78,11,26,8,3,0,0,8,5,14,1,5,26,74,18,14,11,2,0,0,1,1,1,1,2014
116,CESENA,SAMPDORIA,01-Jan,0-0,5,6.4,5.8,46,54,3,3,8,2,4,17,79,15,36,21,2,0,0,10,6,19,3,4,19,85,10,38,14,0,0,0,1,1,1,1,2014
117,HELLAS,FIORENTINA,01-Feb,01-Jan,6.5,5.4,6.6,37,63,5,3,10,2,6,24,72,10,31,17,3,0,0,5,6,14,3,10,20,82,13,19,18,4,0,0,1,2,2,1,2014
118,MILAN,INTER,01-Jan,1-0,4.7,6.3,6.9,44,56,5,2,10,3,7,24,80,13,21,17,2,0,0,4,3,8,1,4,25,87,14,24,12,2,0,0,1,1,1,1,2014
119,GENOA,PALERMO,01-Jan,01-Jan,4.8,5.9,7.5,57,43,5,2,16,9,3,33,84,19,20,10,2,0,0,5,5,11,1,3,10,78,14,38,11,0,0,0,1,1,1,1,2014
120,SASSUOLO,HELLAS,02-Jan,0-1,5.8,6.8,5.7,54,46,8,4,17,5,9,23,82,20,23,18,4,0,0,7,1,11,3,5,14,76,15,39,18,3,0,0,2,1,1,2,2014
121,CHIEVO,LAZIO,0-0,0-0,2.4,6.1,6.5,36,64,4,2,8,2,1,26,61,16,29,9,1,0,0,6,4,12,2,13,30,80,16,33,8,0,0,0,0,0,0,0,2014
122,CESENA,GENOA,0-3,0-3,5.7,5,6.5,45,55,5,3,11,3,4,29,74,14,33,14,3,0,0,6,5,15,4,10,21,81,11,39,18,2,0,0,0,3,3,0,2014
123,EMPOLI,ATALANTA,0-0,0-0,3.2,7.1,5.5,62,38,9,4,22,9,11,30,84,14,32,14,2,0,0,4,1,6,1,2,23,67,17,39,23,3,0,0,0,0,0,0,2014
124,MILAN,UDINESE,2-0,0-0,4.9,7.3,4.9,61,39,6,6,18,6,7,26,89,13,15,8,1,1,0,5,1,6,1,0,15,80,11,32,10,2,0,1,2,0,0,2,2014
125,CAGLIARI,FIORENTINA,0-4,0-1,6.5,5,8.4,52,48,3,5,14,6,6,18,86,8,16,17,2,0,0,7,7,17,3,6,17,83,4,18,22,2,0,0,0,4,4,0,2014
126,PALERMO,PARMA,02-Jan,01-Jan,6.7,7,4.9,47,53,9,4,15,2,9,25,77,19,40,18,2,1,0,6,5,14,3,2,12,78,13,24,17,2,1,0,2,1,1,2,2014
127,JUVENTUS,TORINO,02-Jan,01-Jan,6.7,6.4,5.8,61,39,7,3,16,6,8,16,90,9,12,17,2,1,0,7,5,16,4,4,21,83,16,22,13,4,0,0,2,1,1,2,2014
128,ROMA,INTER,04-Feb,01-Jan,8.3,7.4,5.6,52,48,9,6,19,4,7,16,85,13,24,11,1,0,0,4,4,10,2,4,16,82,12,15,14,4,0,0,4,2,2,4,2014
129,SAMPDORIA,NAPOLI,01-Jan,0-0,5.1,6,6.4,42,58,4,3,14,7,10,29,72,19,24,18,4,0,0,11,3,15,1,6,26,80,23,27,20,3,1,0,1,1,1,1,2014
130,FIORENTINA,JUVENTUS,0-0,0-0,2.4,6.5,6.8,48,52,3,1,9,5,4,24,78,15,15,11,2,0,0,5,3,10,2,5,19,82,10,25,17,3,0,0,0,0,0,0,2014
131,ROMA,SASSUOLO,02-Feb,0-2,8,6.5,5.7,77,23,9,5,21,7,11,33,86,15,13,17,3,1,0,1,3,6,2,1,10,67,12,58,15,3,1,0,2,2,2,2,2014
132,TORINO,PALERMO,02-Feb,01-Feb,7.2,6,6.4,61,39,12,6,21,3,6,22,83,17,8,10,1,0,0,3,3,7,1,1,18,72,13,39,16,3,0,0,2,2,2,2,2014
133,NAPOLI,EMPOLI,02-Feb,0-1,8,7,6.7,56,44,4,10,20,6,9,32,83,19,10,14,2,0,0,5,4,10,1,2,16,79,12,39,15,2,0,0,2,2,2,2,2014
134,PARMA,LAZIO,01-Feb,01-Jan,5.4,5.5,7,46,54,4,1,8,3,1,23,69,10,31,16,4,0,0,4,5,15,6,3,17,78,17,37,26,4,0,0,1,2,2,1,2014
135,ATALANTA,CESENA,03-Feb,01-Feb,7.5,5.7,5.5,57,43,11,6,19,2,4,25,79,16,28,24,3,0,0,3,3,8,2,3,15,73,31,32,27,5,0,0,3,2,2,3,2014
136,GENOA,MILAN,1-0,1-0,3.9,6.6,6.4,45,55,5,4,13,4,12,14,78,9,30,16,3,0,0,5,6,15,4,10,19,79,13,24,13,2,0,0,1,0,0,1,2014
137,INTER,UDINESE,01-Feb,1-0,5.9,5.8,6.9,65,35,6,2,15,7,9,25,83,29,22,11,2,0,0,9,6,16,1,4,18,63,19,57,8,1,0,0,1,2,2,1,2014
138,CAGLIARI,CHIEVO,0-2,0-2,4,4.5,7.9,56,44,5,1,10,4,6,34,79,21,28,20,6,0,0,5,5,10,0,3,28,75,13,26,26,3,0,0,0,2,2,0,2014
139,HELLAS,SAMPDORIA,01-Mar,01-Jan,7,5,7.2,41,59,5,6,15,4,10,14,77,16,21,16,2,0,1,4,7,13,2,4,13,86,4,31,17,3,0,0,1,3,3,1,2014
140,PALERMO,SASSUOLO,02-Jan,1-0,7,7.2,4.9,47,53,6,4,13,3,4,11,77,9,31,17,1,0,0,5,7,14,2,4,24,82,19,26,8,3,0,2,2,1,1,2,2014
141,LAZIO,ATALANTA,3-0,0-0,5.6,8.8,4.7,54,46,9,9,23,5,10,15,86,18,30,14,0,0,0,3,1,6,2,3,27,74,18,32,13,2,0,0,3,0,0,3,2014
142,JUVENTUS,SAMPDORIA,01-Jan,1-0,5.4,6.8,5.8,65,35,10,8,19,1,8,19,88,13,13,18,2,0,0,5,3,10,2,4,12,77,9,26,11,5,0,0,1,1,1,1,2014
143,PARMA,CAGLIARI,0-0,0-0,2,5.8,6.9,45,55,4,0,6,2,4,26,73,8,14,22,4,0,0,3,3,12,6,3,20,81,8,26,20,4,0,0,0,0,0,0,2014
144,UDINESE,HELLAS,01-Feb,01-Jan,5.6,6.2,6.6,59,41,4,6,13,3,1,14,82,15,22,13,2,0,0,3,4,9,2,6,22,75,20,40,10,5,0,0,1,2,2,1,2014
145,GENOA,ROMA,0-1,0-1,4,5.2,7.1,34,66,4,1,7,2,5,19,71,14,22,7,2,0,1,9,6,19,4,6,30,86,13,18,14,3,0,0,0,1,1,0,2014
146,CESENA,FIORENTINA,01-Apr,0-1,5.4,4.5,7.4,34,66,4,0,5,1,3,18,73,19,29,17,3,1,0,5,6,15,4,5,24,86,20,21,13,1,0,0,1,4,4,1,2014
147,MILAN,NAPOLI,2-0,1-0,4.5,6.5,6,48,52,5,3,11,3,3,18,81,18,36,12,3,0,0,6,7,14,1,5,21,82,9,20,17,2,0,0,2,0,0,2,2014
148,EMPOLI,TORINO,0-0,0-0,2.9,6.4,5.9,56,44,5,3,17,9,10,32,81,7,13,13,2,0,0,2,3,10,5,2,25,77,9,38,17,4,1,0,0,0,0,0,2014
149,CHIEVO,INTER,0-2,0-1,4.9,4.7,7.4,32,68,2,3,9,4,7,15,63,10,23,15,4,0,1,5,8,18,5,12,28,81,14,30,23,1,0,0,0,2,2,0,2014
150,CAGLIARI,JUVENTUS,01-Mar,0-2,6.3,5.1,8,37,63,6,2,16,8,8,27,82,4,23,16,4,0,0,4,7,13,2,6,17,88,16,27,7,0,0,0,1,3,3,1,2014
151,NAPOLI,PARMA,2-0,2-0,4.4,8.1,4.8,59,41,8,7,18,3,3,25,86,7,10,11,1,0,0,3,0,3,0,2,22,81,8,20,17,4,0,0,2,0,0,2,2014
152,SASSUOLO,CESENA,01-Jan,0-0,4.9,6,6.2,52,48,3,9,17,5,12,24,80,17,56,15,4,0,0,2,2,6,2,6,24,75,17,43,17,1,0,0,1,1,1,1,2014
153,ROMA,MILAN,0-0,0-0,3.4,6,6.4,62,38,3,5,16,8,10,21,84,7,21,17,4,0,0,2,7,9,0,2,20,73,18,30,21,3,1,0,0,0,0,0,2014
154,HELLAS,CHIEVO,0-1,0-0,3.3,4.7,7.8,54,46,6,1,11,4,6,34,73,18,32,15,3,0,0,5,4,10,1,4,18,71,12,27,16,2,0,0,0,1,1,0,2014
155,FIORENTINA,EMPOLI,01-Jan,1-0,5.3,6,6.5,59,41,9,6,18,3,11,23,82,22,13,11,3,0,0,2,4,9,3,3,19,72,14,33,16,4,0,0,1,1,1,1,2014
156,SAMPDORIA,UDINESE,02-Feb,01-Feb,7.6,6.5,5.5,66,34,8,5,20,7,13,22,85,24,19,14,3,0,0,4,4,8,0,5,14,65,19,53,23,5,1,0,2,2,2,2,2014
157,TORINO,GENOA,02-Jan,0-1,5.5,6.5,6,41,59,4,4,10,2,3,18,67,14,21,24,1,0,0,6,4,12,2,4,21,79,11,25,19,4,0,0,2,1,1,2,2014
158,INTER,LAZIO,02-Feb,0-2,6.8,7.1,6,64,36,6,6,16,4,9,22,86,25,13,7,1,0,0,2,2,5,1,0,17,71,13,43,14,4,0,0,2,2,2,2,2014
159,LAZIO,SAMPDORIA,3-0,2-0,5.3,8.6,4.7,58,42,7,8,21,6,12,26,84,9,11,20,2,0,0,1,1,2,0,1,24,77,19,30,9,2,0,0,3,0,0,3,2014
160,UDINESE,ROMA,0-1,0-1,3.5,5.5,7.3,40,60,3,2,8,3,5,29,70,12,18,12,1,0,0,2,7,13,4,4,16,84,21,53,16,5,0,0,0,1,1,0,2014
161,MILAN,SASSUOLO,01-Feb,01-Jan,5,6.1,6.6,63,37,5,4,12,3,9,27,79,19,17,19,3,0,0,3,2,8,3,1,21,67,15,54,17,3,0,0,1,2,2,1,2014
162,PARMA,FIORENTINA,1-0,1-0,4.4,5.6,5.4,30,70,2,2,6,2,3,9,65,7,26,20,6,0,0,8,7,17,2,2,25,89,12,13,15,2,1,1,1,0,0,1,2014
163,CHIEVO,TORINO,0-0,0-0,3.1,7,5.3,50,50,7,6,18,5,9,15,79,22,22,18,2,0,0,2,3,8,3,0,17,79,15,20,17,3,0,0,0,0,0,0,2014
164,PALERMO,CAGLIARI,5-0,3-0,6.8,9.2,3.6,60,40,8,7,16,1,7,7,89,13,16,16,3,0,0,5,2,11,4,1,15,81,8,22,17,4,1,0,5,0,0,5,2014
165,GENOA,ATALANTA,02-Feb,0-1,7.3,6.1,5.7,62,38,6,7,17,4,12,23,77,21,24,13,4,0,0,1,6,7,1,2,17,58,21,31,14,4,0,0,2,2,2,2,2014
166,EMPOLI,HELLAS,0-0,0-0,3.9,6.7,5.8,62,38,9,5,19,5,11,17,87,7,21,17,1,1,0,2,5,10,3,1,17,80,12,29,20,4,1,0,0,0,0,0,2014
167,CESENA,NAPOLI,01-Apr,0-2,5.2,5.2,7.1,40,60,4,3,10,3,2,22,75,16,24,7,2,0,0,5,5,16,6,6,16,83,9,20,14,2,0,0,1,4,4,1,2014
168,JUVENTUS,INTER,01-Jan,1-0,4.9,7,6.4,52,48,3,5,11,3,11,28,80,16,29,10,2,0,0,8,2,13,3,3,18,80,14,34,12,5,0,1,1,1,1,1,2014
169,SASSUOLO,UDINESE,01-Jan,01-Jan,4.4,5.9,6.3,61,39,8,2,18,8,10,24,78,21,15,13,3,0,0,3,3,6,0,4,21,66,12,42,22,2,0,0,1,1,1,1,2014
170,TORINO,MILAN,01-Jan,0-1,5.2,6.5,5.7,65,35,17,5,27,5,9,24,84,14,7,15,1,0,0,5,1,8,2,0,22,67,16,29,15,4,1,0,1,1,1,1,2014
171,INTER,GENOA,03-Jan,2-0,7.4,7.3,6,58,42,3,7,15,5,5,25,84,9,20,18,1,0,0,3,6,13,4,5,20,81,5,25,13,2,0,0,3,1,1,3,2014
172,FIORENTINA,PALERMO,04-Mar,1-0,9.9,6.6,5.6,58,42,10,8,22,4,7,21,83,18,17,10,4,0,0,1,5,7,1,3,18,79,13,28,12,2,0,0,4,3,3,4,2014
173,ROMA,LAZIO,02-Feb,0-2,7.3,6,6.8,61,39,4,4,11,3,3,28,83,17,15,14,4,0,0,5,7,13,1,5,18,74,18,19,13,4,0,0,2,2,2,2,2014
174,ATALANTA,CHIEVO,01-Jan,0-0,5.4,5.7,7.1,50,50,4,5,16,7,9,38,64,11,32,13,4,1,0,4,4,11,3,7,36,68,19,39,19,0,0,0,1,1,1,1,2014
175,SAMPDORIA,EMPOLI,1-0,0-0,3.4,6.6,5.6,48,52,6,6,17,5,8,22,80,16,26,19,1,0,0,3,2,7,2,2,21,77,12,20,15,2,0,0,1,0,0,1,2014
176,CAGLIARI,CESENA,02-Jan,2-0,6.2,5.7,5.2,39,61,1,6,9,2,4,30,74,9,35,20,1,0,0,9,5,16,2,11,29,79,9,18,17,3,0,0,2,1,1,2,2014
177,HELLAS,PARMA,03-Jan,1-0,6,7.7,5.7,40,60,2,6,11,3,2,12,85,9,42,13,1,0,0,4,2,9,3,4,21,86,3,20,12,0,0,0,3,1,1,3,2014
178,NAPOLI,JUVENTUS,01-Mar,0-1,6,5.4,7.1,48,52,4,2,10,4,9,33,82,15,11,14,4,0,0,1,5,8,2,2,16,81,17,27,12,2,0,0,1,3,3,1,2014
179,EMPOLI,INTER,0-0,0-0,2.6,7.2,5.8,60,40,9,5,19,5,10,39,81,22,18,12,1,0,0,6,1,8,1,3,24,68,10,44,15,2,0,0,0,0,0,0,2014
180,PALERMO,ROMA,01-Jan,1-0,3.9,6.8,6,38,62,2,3,6,1,1,13,72,12,19,15,2,0,0,6,3,12,3,3,29,86,12,17,19,3,0,0,1,1,1,1,2014
181,LAZIO,NAPOLI,0-1,0-1,3.8,5.8,6.8,66,34,12,3,21,6,5,28,83,20,10,10,3,0,0,1,5,9,3,2,15,72,12,53,15,3,0,0,0,1,1,0,2014
182,GENOA,SASSUOLO,03-Mar,01-Jan,9.2,6,7.2,60,40,2,7,12,3,4,23,79,3,17,16,1,0,0,4,10,15,1,5,21,69,17,38,22,4,0,0,3,3,3,3,2014
183,CESENA,TORINO,02-Mar,01-Feb,7.1,5.9,5.7,53,47,7,4,13,2,1,21,78,20,25,22,5,0,0,1,4,8,3,1,16,72,15,39,17,5,0,0,2,3,3,2,2014
184,MILAN,ATALANTA,0-1,0-1,4.2,5.8,6.6,69,31,6,4,15,5,11,24,85,12,6,10,2,0,0,6,5,15,4,4,9,73,15,46,17,5,0,0,0,1,1,0,2014
185,PARMA,SAMPDORIA,0-2,0-0,4.3,5,7.4,46,54,5,1,8,2,3,35,78,5,8,15,2,0,0,6,5,14,3,2,9,81,13,19,12,1,0,0,0,2,2,0,2014
186,UDINESE,CAGLIARI,02-Feb,0-1,7.3,6,7,48,52,3,3,12,6,5,21,76,9,24,18,1,0,0,4,6,12,2,7,14,83,14,41,18,4,0,0,2,2,2,2,2014
187,CHIEVO,FIORENTINA,01-Feb,0-1,6.8,5.6,6.8,40,60,5,7,17,5,4,23,70,13,29,17,2,0,0,9,6,21,6,10,18,86,16,36,13,1,0,0,1,2,2,1,2014
188,JUVENTUS,HELLAS,4-0,2-0,5.5,8.8,4.5,62,38,7,8,18,3,6,7,89,7,12,11,0,0,0,4,1,5,0,0,14,84,8,29,9,2,0,0,4,0,0,4,2014
189,CAGLIARI,SASSUOLO,02-Jan,1-0,5.9,6.9,5.9,40,60,3,4,10,3,4,23,75,12,40,21,4,0,0,6,4,13,3,6,35,83,13,25,13,3,1,0,2,1,1,2,2014
190,LAZIO,MILAN,03-Jan,0-1,5.9,7.1,4.8,52,48,10,6,18,2,5,16,78,18,25,19,4,0,0,0,2,2,0,1,23,74,15,28,17,3,0,1,3,1,1,3,2014
191,JUVENTUS,CHIEVO,2-0,0-0,5.1,7.2,5.1,62,38,12,8,29,9,9,19,86,6,17,19,2,0,0,5,1,8,2,1,9,75,13,25,14,4,0,0,2,0,0,2,2014
192,INTER,TORINO,0-1,0-0,3.7,6.2,6.8,69,31,8,2,14,4,8,21,91,19,17,16,2,0,0,5,2,9,2,5,17,71,18,30,18,2,0,0,0,1,1,0,2014
193,PARMA,CESENA,01-Feb,0-1,6.3,4.7,7.8,50,50,7,2,18,9,5,28,74,23,34,26,4,0,0,3,5,10,2,3,18,69,26,46,19,4,0,0,1,2,2,1,2014
194,SAMPDORIA,PALERMO,01-Jan,1-0,5.8,6.1,6.8,46,54,4,6,14,4,11,19,79,20,41,20,3,0,0,5,6,16,5,8,28,76,13,37,17,3,0,0,1,1,1,1,2014
195,HELLAS,ATALANTA,1-0,0-0,3.9,6.6,6,47,53,10,6,17,1,0,13,85,17,30,10,2,0,0,9,3,16,4,3,22,85,5,20,14,2,0,0,1,0,0,1,2014
196,FIORENTINA,ROMA,01-Jan,1-0,4.9,5.9,6.6,45,55,7,3,17,7,6,20,80,10,17,19,2,0,0,9,6,15,0,4,15,81,11,27,17,2,0,0,1,1,1,1,2014
197,EMPOLI,UDINESE,01-Feb,1-0,5.4,5.9,5.8,67,33,7,4,17,6,6,24,83,16,30,14,2,0,0,6,3,10,1,4,25,58,20,37,17,3,1,0,1,2,2,1,2014
198,GENOA,FIORENTINA,01-Jan,1-0,5.2,6.2,6.7,47,53,6,4,14,4,8,15,79,8,30,19,2,1,0,2,5,9,2,2,26,80,15,20,17,1,0,0,1,1,1,1,2014
199,ROMA,EMPOLI,01-Jan,0-1,5.1,5.7,6.8,56,44,10,3,19,6,7,24,83,10,19,18,3,0,1,3,1,7,3,3,24,77,13,30,10,3,1,0,1,1,1,1,2014
200,SASSUOLO,INTER,03-Jan,2-0,7.1,6.7,5.2,30,70,4,3,10,3,5,17,66,11,51,15,4,1,0,7,4,14,3,8,28,83,15,19,14,5,1,0,3,1,1,3,2014
201,UDINESE,JUVENTUS,0-0,0-0,2.7,6.3,6.4,34,66,6,2,11,3,5,14,69,18,46,13,2,0,0,8,2,13,3,9,29,82,12,20,16,1,0,0,0,0,0,0,2014
202,ATALANTA,CAGLIARI,02-Jan,01-Jan,6.5,7,6,49,51,6,6,14,2,13,19,75,10,30,10,2,0,0,5,6,13,2,4,23,75,12,38,13,2,0,0,2,1,1,2,2014
203,TORINO,SAMPDORIA,05-Jan,2-0,6.5,8.7,4.4,38,62,9,9,18,0,4,7,79,6,19,12,2,0,0,8,1,12,3,7,18,87,7,23,20,2,0,0,5,1,1,5,2014
204,CHIEVO,NAPOLI,01-Feb,01-Jan,5.4,5.9,6.6,47,53,12,3,16,1,2,18,77,16,16,12,1,0,0,4,4,12,4,6,21,80,18,41,14,0,0,0,1,2,2,1,2014
205,PALERMO,HELLAS,02-Jan,01-Jan,5.8,7.5,5.5,66,34,6,5,14,3,10,18,88,11,28,16,1,0,0,4,4,10,2,4,15,75,10,29,12,2,0,0,2,1,1,2,2014
206,CESENA,LAZIO,02-Jan,0-0,6.2,7,5,42,58,4,4,14,6,2,23,63,29,28,15,1,0,0,3,6,10,1,5,32,75,22,33,14,3,0,0,2,1,1,2,2014
207,MILAN,PARMA,03-Jan,01-Jan,6.7,7.3,5.1,52,48,4,9,17,4,1,26,82,9,26,19,2,0,0,6,5,13,2,6,20,78,10,11,23,3,0,0,3,1,1,3,2014
208,HELLAS,TORINO,01-Mar,0-1,6.7,5.2,7.6,59,41,6,5,17,6,8,18,88,17,13,15,1,0,0,7,5,13,1,4,5,78,12,29,16,3,0,0,1,3,3,1,2014
209,JUVENTUS,MILAN,03-Jan,02-Jan,6.7,7.5,5.3,53,47,6,8,20,6,7,17,83,13,17,20,2,0,0,3,3,11,5,6,18,82,9,23,14,1,0,0,3,1,1,3,2014
210,FIORENTINA,ATALANTA,03-Feb,01-Jan,8.7,7.1,5.4,61,39,4,8,18,6,7,17,84,12,29,11,1,0,0,6,4,12,2,7,18,68,15,31,19,1,0,0,3,2,2,3,2014
211,NAPOLI,UDINESE,03-Jan,02-Jan,5.7,7.5,5.1,60,40,3,4,10,3,1,23,84,15,30,11,2,0,0,5,3,11,3,7,37,71,10,13,14,4,0,0,3,1,1,3,2014
212,SAMPDORIA,SASSUOLO,01-Jan,01-Jan,4.6,6.2,5.9,51,49,2,5,10,3,3,27,74,19,27,29,4,0,0,11,4,19,4,5,32,70,13,28,20,5,0,0,1,1,1,1,2014
213,CAGLIARI,ROMA,01-Feb,0-1,6.6,5.6,7.2,44,56,8,6,17,3,5,24,77,10,22,10,2,0,0,4,6,11,1,6,21,82,15,36,13,3,0,0,1,2,2,1,2014
214,EMPOLI,CESENA,2-0,1-0,3.8,6.6,5.2,58,42,7,5,14,2,4,27,76,22,21,14,2,0,0,8,2,11,1,3,19,66,14,30,22,4,0,0,2,0,0,2,2014
215,INTER,PALERMO,3-0,1-0,5.9,7.7,5.2,51,49,7,5,17,5,8,27,79,27,16,19,2,0,0,5,1,8,2,3,25,74,22,26,16,3,0,0,3,0,0,3,2014
216,LAZIO,GENOA,0-1,0-1,3.8,5.5,6.8,50,50,3,2,7,2,4,33,72,25,14,27,4,0,1,3,5,9,1,1,28,73,22,30,12,5,0,0,0,1,1,0,2014
217,PARMA,CHIEVO,0-1,0-0,3.6,5.1,7.5,48,52,5,2,10,3,3,27,71,20,25,29,4,1,0,8,3,14,3,5,18,73,27,22,21,3,0,0,0,1,1,0,2014
218,SASSUOLO,FIORENTINA,01-Mar,0-2,7,5.1,7.9,47,53,2,6,15,7,8,22,72,15,17,17,3,0,0,4,10,15,1,5,19,80,17,37,21,2,0,0,1,3,3,1,2014
219,PALERMO,NAPOLI,03-Jan,2-0,5.8,7.5,5.1,37,63,2,4,7,1,1,21,71,20,42,18,3,0,0,2,3,8,3,7,32,81,21,13,18,2,0,0,3,1,1,3,2014
220,MILAN,EMPOLI,01-Jan,1-0,4.8,5.7,7,42,58,3,2,7,2,2,25,77,16,18,23,3,0,1,8,3,16,5,3,18,85,11,17,17,2,0,0,1,1,1,1,2014
221,UDINESE,LAZIO,0-1,0-1,3.3,6.2,6.5,42,58,4,6,12,2,3,33,66,31,36,15,2,0,0,5,2,12,5,2,22,75,27,34,20,5,0,0,0,1,1,0,2014
222,ATALANTA,INTER,01-Apr,01-Feb,6.1,4.3,8.6,29,71,4,2,9,3,6,19,72,16,26,9,4,1,0,4,7,18,7,8,18,88,11,18,13,2,0,0,1,4,4,1,2014
223,TORINO,CAGLIARI,01-Jan,01-Jan,4.7,6.4,6.2,45,55,7,7,17,3,4,19,78,9,14,19,3,0,0,5,3,11,3,5,15,80,10,29,15,3,0,0,1,1,1,1,2014
224,ROMA,PARMA,0-0,0-0,2.7,7.1,6.1,68,32,8,4,19,7,10,25,87,10,20,7,0,0,0,4,1,5,1,5,13,68,14,44,14,4,0,0,0,0,0,0,2014
225,GENOA,HELLAS,05-Feb,03-Jan,8,7.9,4.9,58,42,5,6,11,0,4,17,79,10,26,26,2,0,0,2,6,12,4,5,20,66,14,22,30,4,0,0,5,2,2,5,2014
226,CHIEVO,SAMPDORIA,02-Jan,2-0,5.9,7.2,5.6,31,69,4,4,8,0,2,20,69,10,34,17,3,0,0,6,3,13,4,11,16,87,8,14,14,3,0,0,2,1,1,2,2014
227,CESENA,JUVENTUS,02-Feb,01-Feb,6.6,7.5,5.4,38,62,5,6,12,1,4,19,72,18,39,11,2,0,0,6,4,15,5,3,38,83,24,22,18,2,0,0,2,2,2,2,2014
228,JUVENTUS,ATALANTA,02-Jan,02-Jan,5.7,7.1,5.8,62,38,5,6,13,2,6,27,87,14,22,13,5,0,0,6,3,11,2,5,23,77,18,32,15,3,0,0,2,1,1,2,2014
229,LAZIO,PALERMO,02-Jan,01-Jan,6.1,6.4,5.6,57,43,8,8,16,0,6,26,82,14,29,19,3,0,0,2,6,9,1,2,18,73,18,35,19,4,1,0,2,1,1,2,2014
230,MILAN,CESENA,2-0,1-0,4.3,6.5,5.2,57,43,9,2,14,3,7,19,83,8,17,13,1,0,0,2,2,10,6,4,19,80,13,26,26,6,0,0,2,0,0,2,2014
231,EMPOLI,CHIEVO,3-0,1-0,4.8,7.4,5.4,63,37,6,5,15,4,9,26,82,7,32,11,0,0,0,6,3,10,1,3,21,70,6,33,14,2,0,0,3,0,0,3,2014
232,HELLAS,ROMA,01-Jan,01-Jan,4.8,6.1,7.2,23,77,6,2,8,0,6,15,71,11,39,11,2,0,0,5,7,16,4,8,15,89,12,34,8,3,0,0,1,1,1,1,2014
233,FIORENTINA,TORINO,01-Jan,0-0,5.5,6.1,5.9,61,39,12,4,23,7,8,17,87,11,16,19,1,0,0,3,5,11,3,1,18,74,9,31,12,4,0,0,1,1,1,1,2014
234,NAPOLI,SASSUOLO,2-0,0-0,4,6.7,5.6,54,46,8,3,14,3,7,18,82,15,25,20,3,0,1,6,1,10,3,3,19,77,17,27,15,2,0,0,2,0,0,2,2014
235,CAGLIARI,INTER,01-Feb,0-0,7,5.6,7.4,38,62,6,5,13,2,8,17,73,14,20,18,2,0,0,5,9,19,5,7,22,84,24,35,21,2,0,0,1,2,2,1,2014
236,SAMPDORIA,GENOA,01-Jan,01-Jan,4.6,6.3,6.7,40,60,6,3,9,0,3,30,70,7,30,18,4,0,0,6,4,17,7,8,22,79,13,22,19,1,0,0,1,1,1,1,2014
237,PARMA,UDINESE,1-0,0-0,3.6,7.2,5.4,42,58,5,7,17,5,2,10,77,23,35,9,2,0,0,5,0,7,2,4,29,84,19,18,16,1,0,0,1,0,0,1,2014
238,CHIEVO,MILAN,0-0,0-0,2.8,7,5.7,41,59,2,3,11,6,6,17,77,13,11,16,1,0,0,5,2,11,4,4,26,81,9,29,14,3,0,0,0,0,0,0,2014
239,CAGLIARI,HELLAS,01-Feb,0-1,5.8,5.7,6.3,70,30,11,5,22,6,10,28,84,21,5,15,3,0,0,2,3,5,0,1,14,61,19,56,21,3,0,0,1,2,2,1,2014
